,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location_lat,Location_long,date_occured,occured_on_dttm,NUM_RECORDS
112,84529,I182093874,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E5,695,0,2018,11,Tuesday,13,Part Two,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
113,84530,I182093874,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E5,695,0,2018,11,Tuesday,13,Part Two,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
114,84531,I182093874,3115,Investigate Person,INVESTIGATE PERSON,E5,695,0,2018,11,Tuesday,13,Part Three,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
115,84532,I182093874,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,695,0,2018,11,Tuesday,13,Part Three,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
116,84533,I182093874,2102,Operating Under the Influence,OPERATING UNDER THE INFLUENCE DRUGS,E5,695,0,2018,11,Tuesday,13,Part Two,CENTRE ST,42.28728494,-71.15306857,42.28728494,-71.15306857,2018-11-20,2018-11-20 13:00:00,10
117,84652,I182093742,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,280,1,2018,11,Monday,21,Part One,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
118,84653,I182093742,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,280,1,2018,11,Monday,21,Part One,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
119,84654,I182093742,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,280,1,2018,11,Monday,21,Part One,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
120,84655,I182093742,3130,Search Warrants,SEARCH WARRANT,B2,280,1,2018,11,Monday,21,Part Three,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
121,84656,I182093742,3130,Search Warrants,SEARCH WARRANT,B2,280,1,2018,11,Monday,21,Part Three,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
122,84657,I182093742,3130,Search Warrants,SEARCH WARRANT,B2,280,1,2018,11,Monday,21,Part Three,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
123,84658,I182093742,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,280,1,2018,11,Monday,21,Part Two,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
124,84659,I182093742,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,280,1,2018,11,Monday,21,Part Two,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
125,84660,I182093742,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,280,1,2018,11,Monday,21,Part Two,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
126,84661,I182093742,3125,Warrant Arrests,WARRANT ARREST,B2,280,1,2018,11,Monday,21,Part Three,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
127,84662,I182093742,3125,Warrant Arrests,WARRANT ARREST,B2,280,1,2018,11,Monday,21,Part Three,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
128,84663,I182093742,3125,Warrant Arrests,WARRANT ARREST,B2,280,1,2018,11,Monday,21,Part Three,DUDLEY ST,42.32872589,-71.08382217,42.32872589,-71.08382217,2018-11-19,2018-11-19 21:33:00,12
129,100969,I182076120,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,115,0,2018,9,Thursday,18,Part Two,BOYLSTON ST,42.3523119,-71.06370509999998,42.352311900000004,-71.06370509999999,2018-09-20,2018-09-20 18:55:00,8
130,100970,I182076120,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,A1,115,0,2018,9,Thursday,18,Part Two,BOYLSTON ST,42.3523119,-71.06370509999998,42.352311900000004,-71.06370509999999,2018-09-20,2018-09-20 18:55:00,8
131,100971,I182076120,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,115,0,2018,9,Thursday,18,Part Two,BOYLSTON ST,42.3523119,-71.06370509999998,42.352311900000004,-71.06370509999999,2018-09-20,2018-09-20 18:55:00,8
132,100972,I182076120,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,115,0,2018,9,Thursday,18,Part Two,BOYLSTON ST,42.3523119,-71.06370509999998,42.352311900000004,-71.06370509999999,2018-09-20,2018-09-20 18:55:00,8
133,100973,I182076120,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,A1,115,0,2018,9,Thursday,18,Part Two,BOYLSTON ST,42.3523119,-71.06370509999998,42.352311900000004,-71.06370509999999,2018-09-20,2018-09-20 18:55:00,8
134,100974,I182076120,3125,Warrant Arrests,WARRANT ARREST,A1,115,0,2018,9,Thursday,18,Part Three,BOYLSTON ST,42.3523119,-71.06370509999998,42.352311900000004,-71.06370509999999,2018-09-20,2018-09-20 18:55:00,8
135,100975,I182076120,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A1,115,0,2018,9,Thursday,18,Part Two,BOYLSTON ST,42.3523119,-71.06370509999998,42.352311900000004,-71.06370509999999,2018-09-20,2018-09-20 18:55:00,8
136,100976,I182076120,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,115,0,2018,9,Thursday,18,Part Two,BOYLSTON ST,42.3523119,-71.06370509999998,42.352311900000004,-71.06370509999999,2018-09-20,2018-09-20 18:55:00,8
137,111291,I182065208,1504,Other,WEAPON - OTHER - OTHER VIOLATION,C11,404,0,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
138,111292,I182065208,2906,Violations,VAL - OPERATING UNREG/UNINS CAR,C11,404,0,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
139,111293,I182065208,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,C11,404,0,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
140,111294,I182065208,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,404,0,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
141,111295,I182065208,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C11,404,0,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
142,111296,I182065208,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,404,0,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
143,111297,I182065208,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,404,0,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
144,111298,I182065208,3305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,C11,404,0,2018,8,Wednesday,19,Part Three,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
145,111299,I182065208,3125,Warrant Arrests,WARRANT ARREST,C11,404,0,2018,8,Wednesday,19,Part Three,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
146,111300,I182065208,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,404,0,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,42.27990988,-71.06593996,2018-08-15,2018-08-15 19:53:00,10
147,111789,I182064699,3125,Warrant Arrests,WARRANT ARREST,B3,466,1,2018,8,Tuesday,9,Part Three,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
148,111790,I182064699,3125,Warrant Arrests,WARRANT ARREST,B3,466,1,2018,8,Tuesday,9,Part Three,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
149,111791,I182064699,3125,Warrant Arrests,WARRANT ARREST,B3,466,1,2018,8,Tuesday,9,Part Three,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
150,111792,I182064699,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,466,1,2018,8,Tuesday,9,Part One,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
151,111793,I182064699,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,466,1,2018,8,Tuesday,9,Part One,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
152,111794,I182064699,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,466,1,2018,8,Tuesday,9,Part One,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
153,111795,I182064699,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,466,1,2018,8,Tuesday,9,Part One,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
154,111796,I182064699,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,466,1,2018,8,Tuesday,9,Part One,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
155,111797,I182064699,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,466,1,2018,8,Tuesday,9,Part One,DEERING RD,42.28414025,-71.09305138,42.28414025,-71.09305138,2018-08-14,2018-08-14 09:30:00,9
156,117243,I182058835,1874,Drug Violation,DRUGS - OTHER,B3,435,1,2018,7,Wednesday,22,Part Two,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
157,117244,I182058835,1874,Drug Violation,DRUGS - OTHER,B3,435,1,2018,7,Wednesday,22,Part Two,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
158,117245,I182058835,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,435,1,2018,7,Wednesday,22,Part One,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
159,117246,I182058835,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,435,1,2018,7,Wednesday,22,Part One,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
160,117247,I182058835,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,435,1,2018,7,Wednesday,22,Part Two,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
161,117248,I182058835,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,435,1,2018,7,Wednesday,22,Part Two,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
162,117249,I182058835,3125,Warrant Arrests,WARRANT ARREST,B3,435,1,2018,7,Wednesday,22,Part Three,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
163,117250,I182058835,3125,Warrant Arrests,WARRANT ARREST,B3,435,1,2018,7,Wednesday,22,Part Three,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
164,117251,I182058835,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,435,1,2018,7,Wednesday,22,Part One,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
165,117252,I182058835,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,435,1,2018,7,Wednesday,22,Part One,NORFOLK ST,42.28804798,-71.07766654,42.28804798,-71.07766654,2018-07-25,2018-07-25 22:57:00,10
166,123247,I182052553,3115,Investigate Person,INVESTIGATE PERSON,B2,326,1,2018,7,Wednesday,18,Part Three,FAYSTON ST,42.31224327,-71.07549901,42.31224327,-71.07549901,2018-07-04,2018-07-04 18:40:00,8
167,123248,I182052553,3115,Investigate Person,INVESTIGATE PERSON,B2,326,1,2018,7,Wednesday,18,Part Three,FAYSTON ST,42.31224327,-71.07549901,42.31224327,-71.07549901,2018-07-04,2018-07-04 18:40:00,8
168,123249,I182052553,3115,Investigate Person,INVESTIGATE PERSON,B2,326,1,2018,7,Wednesday,18,Part Three,FAYSTON ST,42.31224327,-71.07549901,42.31224327,-71.07549901,2018-07-04,2018-07-04 18:40:00,8
169,123250,I182052553,3115,Investigate Person,INVESTIGATE PERSON,B2,326,1,2018,7,Wednesday,18,Part Three,FAYSTON ST,42.31224327,-71.07549901,42.31224327,-71.07549901,2018-07-04,2018-07-04 18:40:00,8
170,123251,I182052553,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,1,2018,7,Wednesday,18,Part One,FAYSTON ST,42.31224327,-71.07549901,42.31224327,-71.07549901,2018-07-04,2018-07-04 18:40:00,8
171,123252,I182052553,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,1,2018,7,Wednesday,18,Part One,FAYSTON ST,42.31224327,-71.07549901,42.31224327,-71.07549901,2018-07-04,2018-07-04 18:40:00,8
172,123253,I182052553,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,1,2018,7,Wednesday,18,Part One,FAYSTON ST,42.31224327,-71.07549901,42.31224327,-71.07549901,2018-07-04,2018-07-04 18:40:00,8
173,123254,I182052553,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,1,2018,7,Wednesday,18,Part One,FAYSTON ST,42.31224327,-71.07549901,42.31224327,-71.07549901,2018-07-04,2018-07-04 18:40:00,8
174,124530,I182051210,3410,Towed,TOWED MOTOR VEHICLE,D14,759,1,2018,6,Saturday,0,Part Three,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
175,124531,I182051210,3410,Towed,TOWED MOTOR VEHICLE,D14,759,1,2018,6,Saturday,0,Part Three,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
176,124532,I182051210,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",D14,759,1,2018,6,Saturday,0,Part One,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
177,124533,I182051210,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",D14,759,1,2018,6,Saturday,0,Part One,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
178,124534,I182051210,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",D14,759,1,2018,6,Saturday,0,Part Two,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
179,124535,I182051210,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",D14,759,1,2018,6,Saturday,0,Part Two,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
180,124536,I182051210,3125,Warrant Arrests,WARRANT ARREST,D14,759,1,2018,6,Saturday,0,Part Three,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
181,124537,I182051210,3125,Warrant Arrests,WARRANT ARREST,D14,759,1,2018,6,Saturday,0,Part Three,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
182,124538,I182051210,3130,Search Warrants,SEARCH WARRANT,D14,759,1,2018,6,Saturday,0,Part Three,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
183,124539,I182051210,3130,Search Warrants,SEARCH WARRANT,D14,759,1,2018,6,Saturday,0,Part Three,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
184,124540,I182051210,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,D14,759,1,2018,6,Saturday,0,Part Two,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
185,124541,I182051210,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,D14,759,1,2018,6,Saturday,0,Part Two,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
186,124542,I182051210,3001,Medical Assistance,DEATH INVESTIGATION,D14,759,1,2018,6,Saturday,0,Part Three,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
187,124543,I182051210,3001,Medical Assistance,DEATH INVESTIGATION,D14,759,1,2018,6,Saturday,0,Part Three,BRACKETT ST,42.351987,-71.16510001,42.351987,-71.16510001,2018-06-30,2018-06-30 00:41:00,14
188,130924,I182044546,3114,Investigate Property,INVESTIGATE PROPERTY,B2,265,1,2018,6,Saturday,0,Part Three,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
189,130925,I182044546,3114,Investigate Property,INVESTIGATE PROPERTY,B2,265,1,2018,6,Saturday,0,Part Three,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
190,130926,I182044546,3114,Investigate Property,INVESTIGATE PROPERTY,B2,265,1,2018,6,Saturday,0,Part Three,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
191,130927,I182044546,3114,Investigate Property,INVESTIGATE PROPERTY,B2,265,1,2018,6,Saturday,0,Part Three,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
192,130928,I182044546,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,265,1,2018,6,Saturday,0,Part One,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
193,130929,I182044546,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,265,1,2018,6,Saturday,0,Part One,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
194,130930,I182044546,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,265,1,2018,6,Saturday,0,Part One,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
195,130931,I182044546,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,265,1,2018,6,Saturday,0,Part One,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
196,130932,I182044546,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,265,1,2018,6,Saturday,0,Part One,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
197,130933,I182044546,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,265,1,2018,6,Saturday,0,Part One,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
198,130934,I182044546,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,265,1,2018,6,Saturday,0,Part One,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
199,130935,I182044546,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,265,1,2018,6,Saturday,0,Part One,COPELAND ST,42.3219484,-71.08138427,42.3219484,-71.08138427,2018-06-09,2018-06-09 00:08:00,12
200,137463,I182037657,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,338,1,2018,5,Thursday,21,Part One,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
201,137464,I182037657,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,338,1,2018,5,Thursday,21,Part One,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
202,137465,I182037657,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,C11,338,1,2018,5,Thursday,21,Part Two,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
203,137466,I182037657,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,C11,338,1,2018,5,Thursday,21,Part Two,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
204,137467,I182037657,1402,Vandalism,VANDALISM,C11,338,1,2018,5,Thursday,21,Part Two,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
205,137468,I182037657,1402,Vandalism,VANDALISM,C11,338,1,2018,5,Thursday,21,Part Two,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
206,137469,I182037657,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,338,1,2018,5,Thursday,21,Part Two,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
207,137470,I182037657,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,338,1,2018,5,Thursday,21,Part Two,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
208,137471,I182037657,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,338,1,2018,5,Thursday,21,Part One,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
209,137472,I182037657,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,338,1,2018,5,Thursday,21,Part One,WINTER ST,42.30910324,-71.06259482,42.30910324,-71.06259482,2018-05-17,2018-05-17 21:24:00,10
210,175501,I172105110,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,577,1,2017,12,Wednesday,16,Part One,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
211,175502,I172105110,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,577,1,2017,12,Wednesday,16,Part One,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
212,175503,I172105110,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E13,577,1,2017,12,Wednesday,16,Part Two,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
213,175504,I172105110,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E13,577,1,2017,12,Wednesday,16,Part Two,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
214,175505,I172105110,2641,Other,VIOLATION - HAWKER AND PEDDLER,E13,577,1,2017,12,Wednesday,16,Part Two,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
215,175506,I172105110,2641,Other,VIOLATION - HAWKER AND PEDDLER,E13,577,1,2017,12,Wednesday,16,Part Two,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
216,175507,I172105110,3130,Search Warrants,SEARCH WARRANT,E13,577,1,2017,12,Wednesday,16,Part Three,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
217,175508,I172105110,3130,Search Warrants,SEARCH WARRANT,E13,577,1,2017,12,Wednesday,16,Part Three,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
218,175509,I172105110,3125,Warrant Arrests,WARRANT ARREST,E13,577,1,2017,12,Wednesday,16,Part Three,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
219,175510,I172105110,3125,Warrant Arrests,WARRANT ARREST,E13,577,1,2017,12,Wednesday,16,Part Three,WASHINGTON ST,42.31538436,-71.09870021,42.31538436,-71.09870021,2017-12-20,2017-12-20 16:57:00,10
220,178036,I172102399,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,35,1,2017,12,Sunday,16,Part One,MARGINAL ST,42.36671964,-71.03908712,42.36671964,-71.03908712,2017-12-10,2017-12-10 16:41:00,8
221,178037,I172102399,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,35,1,2017,12,Sunday,16,Part One,MARGINAL ST,42.36671964,-71.03908712,42.36671964,-71.03908712,2017-12-10,2017-12-10 16:41:00,8
222,178038,I172102399,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,35,1,2017,12,Sunday,16,Part One,MARGINAL ST,42.36671964,-71.03908712,42.36671964,-71.03908712,2017-12-10,2017-12-10 16:41:00,8
223,178039,I172102399,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,35,1,2017,12,Sunday,16,Part One,MARGINAL ST,42.36671964,-71.03908712,42.36671964,-71.03908712,2017-12-10,2017-12-10 16:41:00,8
224,178040,I172102399,361,Robbery,ROBBERY - OTHER,A7,35,1,2017,12,Sunday,16,Part One,MARGINAL ST,42.36671964,-71.03908712,42.36671964,-71.03908712,2017-12-10,2017-12-10 16:41:00,8
225,178041,I172102399,361,Robbery,ROBBERY - OTHER,A7,35,1,2017,12,Sunday,16,Part One,MARGINAL ST,42.36671964,-71.03908712,42.36671964,-71.03908712,2017-12-10,2017-12-10 16:41:00,8
